sample_id,split,npz_file,npz_index,task,label,label_name,x,y,x_norm,y_norm,position_bin,shape_id
position_train_00072,position_train,position_train.npz,72,absolute_position,0,position_bin_0,6,5,-0.612903,-0.677419,0,0
position_train_00073,position_train,position_train.npz,73,absolute_position,0,position_bin_0,6,3,-0.612903,-0.806452,0,0
position_train_00074,position_train,position_train.npz,74,absolute_position,0,position_bin_0,6,3,-0.612903,-0.806452,0,0
position_train_00075,position_train,position_train.npz,75,absolute_position,0,position_bin_0,4,6,-0.741935,-0.612903,0,0
position_train_00076,position_train,position_train.npz,76,absolute_position,0,position_bin_0,7,7,-0.548387,-0.548387,0,0
position_train_00077,position_train,position_train.npz,77,absolute_position,0,position_bin_0,4,3,-0.741935,-0.806452,0,0
position_train_00078,position_train,position_train.npz,78,absolute_position,0,position_bin_0,2,3,-0.870968,-0.806452,0,0
position_train_00079,position_train,position_train.npz,79,absolute_position,0,position_bin_0,4,6,-0.741935,-0.612903,0,0
position_train_00080,position_train,position_train.npz,80,absolute_position,0,position_bin_0,3,6,-0.806452,-0.612903,0,0
position_train_00081,position_train,position_train.npz,81,absolute_position,0,position_bin_0,6,4,-0.612903,-0.741935,0,0
position_train_00082,position_train,position_train.npz,82,absolute_position,0,position_bin_0,6,5,-0.612903,-0.677419,0,0
position_train_00083,position_train,position_train.npz,83,absolute_position,0,position_bin_0,3,6,-0.806452,-0.612903,0,0
position_train_00084,position_train,position_train.npz,84,absolute_position,0,position_bin_0,5,2,-0.677419,-0.870968,0,0
position_train_00085,position_train,position_train.npz,85,absolute_position,0,position_bin_0,4,6,-0.741935,-0.612903,0,0
position_train_00086,position_train,position_train.npz,86,absolute_position,0,position_bin_0,4,7,-0.741935,-0.548387,0,0
position_train_00087,position_train,position_train.npz,87,absolute_position,0,position_bin_0,4,2,-0.741935,-0.870968,0,0
position_train_00088,position_train,position_train.npz,88,absolute_position,0,position_bin_0,7,6,-0.548387,-0.612903,0,0
position_train_00089,position_train,position_train.npz,89,absolute_position,0,position_bin_0,2,6,-0.870968,-0.612903,0,0
position_train_00090,position_train,position_train.npz,90,absolute_position,0,position_bin_0,7,7,-0.548387,-0.548387,0,0
position_train_00091,position_train,position_train.npz,91,absolute_position,0,position_bin_0,4,5,-0.741935,-0.677419,0,0
position_train_00092,position_train,position_train.npz,92,absolute_position,0,position_bin_0,7,4,-0.548387,-0.741935,0,0
position_train_00093,position_train,position_train.npz,93,absolute_position,0,position_bin_0,4,5,-0.741935,-0.677419,0,0
position_train_00094,position_train,position_train.npz,94,absolute_position,0,position_bin_0,4,6,-0.741935,-0.612903,0,0
position_train_00095,position_train,position_train.npz,95,absolute_position,0,position_bin_0,3,5,-0.806452,-0.677419,0,0
position_train_00096,position_train,position_train.npz,96,absolute_position,0,position_bin_0,5,5,-0.677419,-0.677419,0,0
position_train_00097,position_train,position_train.npz,97,absolute_position,0,position_bin_0,6,3,-0.612903,-0.806452,0,0
position_train_00098,position_train,position_train.npz,98,absolute_position,0,position_bin_0,7,2,-0.548387,-0.870968,0,0
position_train_00099,position_train,position_train.npz,99,absolute_position,0,position_bin_0,2,7,-0.870968,-0.548387,0,0
position_train_00100,position_train,position_train.npz,100,absolute_position,0,position_bin_0,6,5,-0.612903,-0.677419,0,0
position_train_00101,position_train,position_train.npz,101,absolute_position,0,position_bin_0,4,4,-0.741935,-0.741935,0,0
position_train_00102,position_train,position_train.npz,102,absolute_position,0,position_bin_0,2,4,-0.870968,-0.741935,0,0
position_train_00103,position_train,position_train.npz,103,absolute_position,0,position_bin_0,3,7,-0.806452,-0.548387,0,0
position_train_00104,position_train,position_train.npz,104,absolute_position,0,position_bin_0,5,3,-0.677419,-0.806452,0,0
position_train_00105,position_train,position_train.npz,105,absolute_position,0,position_bin_0,7,7,-0.548387,-0.548387,0,0
position_train_00106,position_train,position_train.npz,106,absolute_position,0,position_bin_0,7,2,-0.548387,-0.870968,0,0
position_train_00107,position_train,position_train.npz,107,absolute_position,0,position_bin_0,3,5,-0.806452,-0.677419,0,0
position_train_00108,position_train,position_train.npz,108,absolute_position,0,position_bin_0,5,6,-0.677419,-0.612903,0,0
position_train_00109,position_train,position_train.npz,109,absolute_position,0,position_bin_0,7,7,-0.548387,-0.548387,0,0
position_train_00110,position_train,position_train.npz,110,absolute_position,0,position_bin_0,5,7,-0.677419,-0.548387,0,0
position_train_00111,position_train,position_train.npz,111,absolute_position,0,position_bin_0,5,6,-0.677419,-0.612903,0,0
position_train_00112,position_train,position_train.npz,112,absolute_position,0,position_bin_0,5,7,-0.677419,-0.548387,0,0
position_train_00113,position_train,position_train.npz,113,absolute_position,0,position_bin_0,2,2,-0.870968,-0.870968,0,0
position_train_00114,position_train,position_train.npz,114,absolute_position,0,position_bin_0,5,3,-0.677419,-0.806452,0,0
position_train_00115,position_train,position_train.npz,115,absolute_position,0,position_bin_0,3,7,-0.806452,-0.548387,0,0
position_train_00116,position_train,position_train.npz,116,absolute_position,0,position_bin_0,6,2,-0.612903,-0.870968,0,0
position_train_00117,position_train,position_train.npz,117,absolute_position,0,position_bin_0,5,4,-0.677419,-0.741935,0,0
position_train_00118,position_train,position_train.npz,118,absolute_position,0,position_bin_0,7,6,-0.548387,-0.612903,0,0
position_train_00119,position_train,position_train.npz,119,absolute_position,0,position_bin_0,5,4,-0.677419,-0.741935,0,0
position_train_00120,position_train,position_train.npz,120,absolute_position,0,position_bin_0,2,2,-0.870968,-0.870968,0,0
position_train_00121,position_train,position_train.npz,121,absolute_position,0,position_bin_0,2,4,-0.870968,-0.741935,0,0
position_train_00122,position_train,position_train.npz,122,absolute_position,0,position_bin_0,5,3,-0.677419,-0.806452,0,0
position_train_00123,position_train,position_train.npz,123,absolute_position,0,position_bin_0,4,4,-0.741935,-0.741935,0,0
position_train_00124,position_train,position_train.npz,124,absolute_position,0,position_bin_0,2,6,-0.870968,-0.612903,0,0
position_train_00125,position_train,position_train.npz,125,absolute_position,0,position_bin_0,5,2,-0.677419,-0.870968,0,0
position_train_00126,position_train,position_train.npz,126,absolute_position,0,position_bin_0,7,2,-0.548387,-0.870968,0,0
position_train_00127,position_train,position_train.npz,127,absolute_position,0,position_bin_0,4,3,-0.741935,-0.806452,0,0
position_train_00128,position_train,position_train.npz,128,absolute_position,0,position_bin_0,2,2,-0.870968,-0.870968,0,0
position_train_00129,position_train,position_train.npz,129,absolute_position,0,position_bin_0,4,4,-0.741935,-0.741935,0,0
position_train_00130,position_train,position_train.npz,130,absolute_position,0,position_bin_0,3,6,-0.806452,-0.612903,0,0
position_train_00131,position_train,position_train.npz,131,absolute_position,0,position_bin_0,3,7,-0.806452,-0.548387,0,0
position_train_00132,position_train,position_train.npz,132,absolute_position,0,position_bin_0,2,4,-0.870968,-0.741935,0,0
position_train_00133,position_train,position_train.npz,133,absolute_position,0,position_bin_0,2,5,-0.870968,-0.677419,0,0
position_train_00134,position_train,position_train.npz,134,absolute_position,0,position_bin_0,6,5,-0.612903,-0.677419,0,0
position_train_00135,position_train,position_train.npz,135,absolute_position,0,position_bin_0,5,4,-0.677419,-0.741935,0,0
position_train_00136,position_train,position_train.npz,136,absolute_position,0,position_bin_0,4,4,-0.741935,-0.741935,0,0
position_train_00137,position_train,position_train.npz,137,absolute_position,0,position_bin_0,4,6,-0.741935,-0.612903,0,0
position_train_00138,position_train,position_train.npz,138,absolute_position,0,position_bin_0,2,2,-0.870968,-0.870968,0,0
position_train_00139,position_train,position_train.npz,139,absolute_position,0,position_bin_0,5,7,-0.677419,-0.548387,0,0
position_train_00140,position_train,position_train.npz,140,absolute_position,0,position_bin_0,2,4,-0.870968,-0.741935,0,0
position_train_00141,position_train,position_train.npz,141,absolute_position,0,position_bin_0,7,3,-0.548387,-0.806452,0,0
position_train_00142,position_train,position_train.npz,142,absolute_position,0,position_bin_0,7,3,-0.548387,-0.806452,0,0
position_train_00143,position_train,position_train.npz,143,absolute_position,0,position_bin_0,2,6,-0.870968,-0.612903,0,0
position_train_00144,position_train,position_train.npz,144,absolute_position,1,position_bin_1,15,2,-0.032258,-0.870968,1,0
position_train_00145,position_train,position_train.npz,145,absolute_position,1,position_bin_1,13,7,-0.161290,-0.548387,1,0
position_train_00146,position_train,position_train.npz,146,absolute_position,1,position_bin_1,9,7,-0.419355,-0.548387,1,0
position_train_00147,position_train,position_train.npz,147,absolute_position,1,position_bin_1,11,5,-0.290323,-0.677419,1,0
position_train_00148,position_train,position_train.npz,148,absolute_position,1,position_bin_1,8,6,-0.483871,-0.612903,1,0
position_train_00149,position_train,position_train.npz,149,absolute_position,1,position_bin_1,14,2,-0.096774,-0.870968,1,0
position_train_00150,position_train,position_train.npz,150,absolute_position,1,position_bin_1,10,3,-0.354839,-0.806452,1,0
position_train_00151,position_train,position_train.npz,151,absolute_position,1,position_bin_1,11,3,-0.290323,-0.806452,1,0
position_train_00152,position_train,position_train.npz,152,absolute_position,1,position_bin_1,8,3,-0.483871,-0.806452,1,0
position_train_00153,position_train,position_train.npz,153,absolute_position,1,position_bin_1,8,6,-0.483871,-0.612903,1,0
position_train_00154,position_train,position_train.npz,154,absolute_position,1,position_bin_1,11,5,-0.290323,-0.677419,1,0
position_train_00155,position_train,position_train.npz,155,absolute_position,1,position_bin_1,15,5,-0.032258,-0.677419,1,0
position_train_00156,position_train,position_train.npz,156,absolute_position,1,position_bin_1,14,3,-0.096774,-0.806452,1,0
position_train_00157,position_train,position_train.npz,157,absolute_position,1,position_bin_1,10,3,-0.354839,-0.806452,1,0
position_train_00158,position_train,position_train.npz,158,absolute_position,1,position_bin_1,8,5,-0.483871,-0.677419,1,0
position_train_00159,position_train,position_train.npz,159,absolute_position,1,position_bin_1,12,5,-0.225806,-0.677419,1,0
position_train_00160,position_train,position_train.npz,160,absolute_position,1,position_bin_1,11,3,-0.290323,-0.806452,1,0
position_train_00161,position_train,position_train.npz,161,absolute_position,1,position_bin_1,11,5,-0.290323,-0.677419,1,0
position_train_00162,position_train,position_train.npz,162,absolute_position,1,position_bin_1,12,2,-0.225806,-0.870968,1,0
position_train_00163,position_train,position_train.npz,163,absolute_position,1,position_bin_1,14,2,-0.096774,-0.870968,1,0
position_train_00164,position_train,position_train.npz,164,absolute_position,1,position_bin_1,15,4,-0.032258,-0.741935,1,0
position_train_00165,position_train,position_train.npz,165,absolute_position,1,position_bin_1,14,3,-0.096774,-0.806452,1,0
position_train_00166,position_train,position_train.npz,166,absolute_position,1,position_bin_1,14,3,-0.096774,-0.806452,1,0
position_train_00167,position_train,position_train.npz,167,absolute_position,1,position_bin_1,13,7,-0.161290,-0.548387,1,0
position_train_00168,position_train,position_train.npz,168,absolute_position,1,position_bin_1,11,4,-0.290323,-0.741935,1,0
position_train_00169,position_train,position_train.npz,169,absolute_position,1,position_bin_1,14,7,-0.096774,-0.548387,1,0
position_train_00170,position_train,position_train.npz,170,absolute_position,1,position_bin_1,11,5,-0.290323,-0.677419,1,0
position_train_00171,position_train,position_train.npz,171,absolute_position,1,position_bin_1,11,6,-0.290323,-0.612903,1,0
position_train_00172,position_train,position_train.npz,172,absolute_position,1,position_bin_1,11,3,-0.290323,-0.806452,1,0
position_train_00173,position_train,position_train.npz,173,absolute_position,1,position_bin_1,8,2,-0.483871,-0.870968,1,0
position_train_00174,position_train,position_train.npz,174,absolute_position,1,position_bin_1,11,6,-0.290323,-0.612903,1,0
position_train_00175,position_train,position_train.npz,175,absolute_position,1,position_bin_1,13,5,-0.161290,-0.677419,1,0
position_train_00176,position_train,position_train.npz,176,absolute_position,1,position_bin_1,10,3,-0.354839,-0.806452,1,0
position_train_00177,position_train,position_train.npz,177,absolute_position,1,position_bin_1,11,3,-0.290323,-0.806452,1,0
position_train_00178,position_train,position_train.npz,178,absolute_position,1,position_bin_1,10,5,-0.354839,-0.677419,1,0
position_train_00179,position_train,position_train.npz,179,absolute_position,1,position_bin_1,15,6,-0.032258,-0.612903,1,0
position_train_00180,position_train,position_train.npz,180,absolute_position,1,position_bin_1,8,2,-0.483871,-0.870968,1,0
position_train_00181,position_train,position_train.npz,181,absolute_position,1,position_bin_1,11,7,-0.290323,-0.548387,1,0
position_train_00182,position_train,position_train.npz,182,absolute_position,1,position_bin_1,13,3,-0.161290,-0.806452,1,0
position_train_00183,position_train,position_train.npz,183,absolute_position,1,position_bin_1,13,5,-0.161290,-0.677419,1,0
position_train_00184,position_train,position_train.npz,184,absolute_position,1,position_bin_1,10,3,-0.354839,-0.806452,1,0
position_train_00185,position_train,position_train.npz,185,absolute_position,1,position_bin_1,12,6,-0.225806,-0.612903,1,0
position_train_00186,position_train,position_train.npz,186,absolute_position,1,position_bin_1,14,5,-0.096774,-0.677419,1,0
position_train_00187,position_train,position_train.npz,187,absolute_position,1,position_bin_1,14,7,-0.096774,-0.548387,1,0
position_train_00188,position_train,position_train.npz,188,absolute_position,1,position_bin_1,10,3,-0.354839,-0.806452,1,0
position_train_00189,position_train,position_train.npz,189,absolute_position,1,position_bin_1,11,4,-0.290323,-0.741935,1,0
position_train_00190,position_train,position_train.npz,190,absolute_position,1,position_bin_1,12,2,-0.225806,-0.870968,1,0
position_train_00191,position_train,position_train.npz,191,absolute_position,1,position_bin_1,10,2,-0.354839,-0.870968,1,0
position_train_00192,position_train,position_train.npz,192,absolute_position,1,position_bin_1,15,6,-0.032258,-0.612903,1,0
position_train_00193,position_train,position_train.npz,193,absolute_position,1,position_bin_1,10,2,-0.354839,-0.870968,1,0
position_train_00194,position_train,position_train.npz,194,absolute_position,1,position_bin_1,9,3,-0.419355,-0.806452,1,0
position_train_00195,position_train,position_train.npz,195,absolute_position,1,position_bin_1,8,3,-0.483871,-0.806452,1,0
position_train_00196,position_train,position_train.npz,196,absolute_position,1,position_bin_1,10,5,-0.354839,-0.677419,1,0
position_train_00197,position_train,position_train.npz,197,absolute_position,1,position_bin_1,9,7,-0.419355,-0.548387,1,0
position_train_00198,position_train,position_train.npz,198,absolute_position,1,position_bin_1,15,3,-0.032258,-0.806452,1,0
position_train_00199,position_train,position_train.npz,199,absolute_position,1,position_bin_1,8,6,-0.483871,-0.612903,1,0
position_train_00200,position_train,position_train.npz,200,absolute_position,1,position_bin_1,14,5,-0.096774,-0.677419,1,0
position_train_00201,position_train,position_train.npz,201,absolute_position,1,position_bin_1,12,2,-0.225806,-0.870968,1,0
position_train_00202,position_train,position_train.npz,202,absolute_position,1,position_bin_1,14,4,-0.096774,-0.741935,1,0
position_train_00203,position_train,position_train.npz,203,absolute_position,1,position_bin_1,15,2,-0.032258,-0.870968,1,0
position_train_00204,position_train,position_train.npz,204,absolute_position,1,position_bin_1,9,2,-0.419355,-0.870968,1,0
position_train_00205,position_train,position_train.npz,205,absolute_position,1,position_bin_1,10,4,-0.354839,-0.741935,1,0
position_train_00206,position_train,position_train.npz,206,absolute_position,1,position_bin_1,11,5,-0.290323,-0.677419,1,0
position_train_00207,position_train,position_train.npz,207,absolute_position,1,position_bin_1,15,4,-0.032258,-0.741935,1,0
position_train_00208,position_train,position_train.npz,208,absolute_position,1,position_bin_1,10,2,-0.354839,-0.870968,1,0
position_train_00209,position_train,position_train.npz,209,absolute_position,1,position_bin_1,9,5,-0.419355,-0.677419,1,0
position_train_00210,position_train,position_train.npz,210,absolute_position,1,position_bin_1,9,4,-0.419355,-0.741935,1,0
position_train_00211,position_train,position_train.npz,211,absolute_position,1,position_bin_1,15,7,-0.032258,-0.548387,1,0
position_train_00212,position_train,position_train.npz,212,absolute_position,1,position_bin_1,10,5,-0.354839,-0.677419,1,0
position_train_00213,position_train,position_train.npz,213,absolute_position,1,position_bin_1,8,2,-0.483871,-0.870968,1,0
position_train_00214,position_train,position_train.npz,214,absolute_position,1,position_bin_1,11,7,-0.290323,-0.548387,1,0
position_train_00215,position_train,position_train.npz,215,absolute_position,1,position_bin_1,11,3,-0.290323,-0.806452,1,0
position_train_00216,position_train,position_train.npz,216,absolute_position,1,position_bin_1,9,2,-0.419355,-0.870968,1,0
position_train_00217,position_train,position_train.npz,217,absolute_position,1,position_bin_1,10,4,-0.354839,-0.741935,1,0
position_train_00218,position_train,position_train.npz,218,absolute_position,1,position_bin_1,8,6,-0.483871,-0.612903,1,0
position_train_00219,position_train,position_train.npz,219,absolute_position,1,position_bin_1,13,3,-0.161290,-0.806452,1,0
position_train_00220,position_train,position_train.npz,220,absolute_position,1,position_bin_1,15,7,-0.032258,-0.548387,1,0
position_train_00221,position_train,position_train.npz,221,absolute_position,1,position_bin_1,15,7,-0.032258,-0.548387,1,0
position_train_00222,position_train,position_train.npz,222,absolute_position,1,position_bin_1,12,4,-0.225806,-0.741935,1,0
position_train_00223,position_train,position_train.npz,223,absolute_position,1,position_bin_1,9,6,-0.419355,-0.612903,1,0
position_train_00224,position_train,position_train.npz,224,absolute_position,1,position_bin_1,13,2,-0.161290,-0.870968,1,0
position_train_00225,position_train,position_train.npz,225,absolute_position,1,position_bin_1,12,4,-0.225806,-0.741935,1,0
position_train_00226,position_train,position_train.npz,226,absolute_position,1,position_bin_1,8,4,-0.483871,-0.741935,1,0
position_train_00227,position_train,position_train.npz,227,absolute_position,1,position_bin_1,11,3,-0.290323,-0.806452,1,0
position_train_00228,position_train,position_train.npz,228,absolute_position,1,position_bin_1,13,3,-0.161290,-0.806452,1,0
position_train_00229,position_train,position_train.npz,229,absolute_position,1,position_bin_1,12,3,-0.225806,-0.806452,1,0
position_train_00230,position_train,position_train.npz,230,absolute_position,1,position_bin_1,9,3,-0.419355,-0.806452,1,0
position_train_00231,position_train,position_train.npz,231,absolute_position,1,position_bin_1,11,6,-0.290323,-0.612903,1,0
position_train_00232,position_train,position_train.npz,232,absolute_position,1,position_bin_1,9,2,-0.419355,-0.870968,1,0
position_train_00233,position_train,position_train.npz,233,absolute_position,1,position_bin_1,8,4,-0.483871,-0.741935,1,0
position_train_00234,position_train,position_train.npz,234,absolute_position,1,position_bin_1,14,3,-0.096774,-0.806452,1,0
position_train_00235,position_train,position_train.npz,235,absolute_position,1,position_bin_1,14,2,-0.096774,-0.870968,1,0
position_train_00236,position_train,position_train.npz,236,absolute_position,1,position_bin_1,14,7,-0.096774,-0.548387,1,0
position_train_00237,position_train,position_train.npz,237,absolute_position,1,position_bin_1,12,4,-0.225806,-0.741935,1,0
position_train_00238,position_train,position_train.npz,238,absolute_position,1,position_bin_1,9,4,-0.419355,-0.741935,1,0
position_train_00239,position_train,position_train.npz,239,absolute_position,1,position_bin_1,8,2,-0.483871,-0.870968,1,0
position_train_00240,position_train,position_train.npz,240,absolute_position,1,position_bin_1,8,7,-0.483871,-0.548387,1,0
position_train_00241,position_train,position_train.npz,241,absolute_position,1,position_bin_1,13,5,-0.161290,-0.677419,1,0
position_train_00242,position_train,position_train.npz,242,absolute_position,1,position_bin_1,10,3,-0.354839,-0.806452,1,0
position_train_00243,position_train,position_train.npz,243,absolute_position,1,position_bin_1,12,5,-0.225806,-0.677419,1,0
position_train_00244,position_train,position_train.npz,244,absolute_position,1,position_bin_1,14,7,-0.096774,-0.548387,1,0
position_train_00245,position_train,position_train.npz,245,absolute_position,1,position_bin_1,13,5,-0.161290,-0.677419,1,0
position_train_00246,position_train,position_train.npz,246,absolute_position,1,position_bin_1,12,5,-0.225806,-0.677419,1,0
position_train_00247,position_train,position_train.npz,247,absolute_position,1,position_bin_1,13,7,-0.161290,-0.548387,1,0
position_train_00248,position_train,position_train.npz,248,absolute_position,1,position_bin_1,14,7,-0.096774,-0.548387,1,0
position_train_00249,position_train,position_train.npz,249,absolute_position,1,position_bin_1,13,3,-0.161290,-0.806452,1,0
position_train_00250,position_train,position_train.npz,250,absolute_position,1,position_bin_1,11,6,-0.290323,-0.612903,1,0
position_train_00251,position_train,position_train.npz,251,absolute_position,1,position_bin_1,9,5,-0.419355,-0.677419,1,0
